ticket_id,created_at,first_response_at,resolved_at,priority,status,channel,category_id,assigned_agent_id,requester_department,affected_service,summary,description,escalated,outage_related
487,2024-02-03 20:56:07,2024-02-04 01:38:57.293014940,2024-02-04 15:36:29.814102074,P3,resolved,phone,1,9,IT,identity,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Robert from HR.,False,False
488,2024-02-03 22:42:49,2024-02-04 04:47:56.105820715,2024-02-04 11:20:50.491116704,P3,resolved,email,2,10,HR,endpoint,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Julie from Sales.,False,False
489,2024-02-03 23:42:16,2024-02-04 06:18:30.843122718,2024-02-05 08:25:13.530986538,P4,closed,portal,8,7,Operations,voice,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Amy from Operations.,False,False
490,2024-02-04 00:49:24,2024-02-04 12:52:13.472976004,2024-02-06 13:57:42.153125336,P4,resolved,portal,7,2,Finance,security,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Carrie from Warehouse.,False,False
491,2024-02-04 01:26:31,2024-02-04 03:59:57.947103000,2024-02-04 07:17:42.502595512,P2,closed,email,6,7,IT,peripherals,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Jeffrey from Finance.,False,False
492,2024-02-04 01:31:16,2024-02-04 21:12:09.238469659,2024-02-04 22:20:33.065008444,P4,resolved,portal,7,5,Operations,security,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Jeffrey from Operations.,False,False
493,2024-02-04 05:17:32,2024-02-04 10:53:02.900179522,,P3,in_progress,phone,6,6,HR,peripherals,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Ryan from Finance.,False,False
494,2024-02-04 06:05:54,2024-02-04 07:09:58.773874378,2024-02-04 13:06:22.626000922,P3,resolved,email,8,6,Finance,voice,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Anthony from Finance.,False,False
495,2024-02-04 06:19:15,2024-02-04 12:25:58.468599769,2024-02-06 17:47:52.474828672,P4,resolved,email,1,9,Finance,identity,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Matthew from HR.,False,False
496,2024-02-04 07:02:41,2024-02-04 19:48:21.505466196,2024-02-05 07:18:06.429203950,P4,resolved,email,1,4,HR,identity,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Erin from Finance.,False,False
497,2024-02-04 11:49:17,2024-02-04 13:15:42.126430920,2024-02-05 01:03:27.568847868,P3,resolved,chat,6,10,Finance,peripherals,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Richard from Finance.,False,False
498,2024-02-04 13:47:29,2024-02-04 20:57:54.906635746,2024-02-05 02:06:20.515007004,P3,resolved,portal,8,6,Finance,voice,Payroll batch job missed scheduled overnight window.,Payroll batch job missed scheduled overnight window. Reported by Frederick from Finance.,False,False
499,2024-02-04 15:51:10,2024-02-04 18:27:17.892941485,2024-02-04 18:09:45.227279868,P2,resolved,portal,5,7,Finance,business-apps,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Tanner from Finance.,False,False
500,2024-02-04 17:03:33,2024-02-04 18:28:01.948058013,2024-02-05 13:56:57.317712654,P3,resolved,chat,8,10,Operations,voice,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by David from Warehouse.,False,False
501,2024-02-04 17:20:00,2024-02-04 23:59:48.494615184,,P4,pending,phone,4,9,Sales,saas,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Cindy from Operations.,False,False
502,2024-02-04 22:05:10,2024-02-05 02:46:55.759995181,,P3,in_progress,email,6,5,Sales,peripherals,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Anthony from Finance.,False,False
503,2024-02-05 01:35:01,2024-02-05 16:43:10.416054598,2024-02-07 09:05:10.238543448,P4,resolved,chat,5,3,Sales,business-apps,User cannot map shared drive from new laptop.,User cannot map shared drive from new laptop. Reported by Phillip from Sales.,False,False
504,2024-02-05 01:46:14,2024-02-05 08:39:47.683594492,2024-02-05 10:15:33.280235861,P3,resolved,portal,8,2,IT,voice,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Anne from Finance.,False,False
505,2024-02-05 02:09:49,2024-02-05 16:55:40.054859378,2024-02-06 15:49:43.062875706,P4,resolved,email,6,4,HR,peripherals,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by Anthony from Operations.,False,False
506,2024-02-05 02:23:37,2024-02-05 10:49:27.221603765,2024-02-07 18:11:20.280525151,P4,resolved,email,4,7,Warehouse,saas,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Dawn from Warehouse.,False,False
507,2024-02-05 07:57:12,2024-02-05 21:17:15.694500614,2024-02-07 00:30:40.970188729,P4,resolved,portal,2,8,Finance,endpoint,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Derek from Finance.,False,False
508,2024-02-05 07:57:57,2024-02-05 10:48:31.491171782,,P2,in_progress,phone,3,1,HR,network,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Steven from Operations.,False,False
509,2024-02-05 09:06:49,2024-02-05 16:09:01.028465327,2024-02-05 15:09:18.282348788,P3,resolved,portal,1,5,Finance,identity,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Brent from Operations.,False,False
510,2024-02-05 11:43:38,2024-02-05 14:34:21.077426000,2024-02-05 15:17:04.251386919,P2,resolved,portal,2,10,Sales,endpoint,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Nicholas from Operations.,False,False
511,2024-02-05 14:47:27,2024-02-05 21:53:39.965154303,2024-02-06 04:11:52.253639600,P3,resolved,email,5,9,Sales,business-apps,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Jason from Operations.,False,False
512,2024-02-05 17:35:58,2024-02-06 03:25:16.092901475,2024-02-07 23:35:41.475305376,P4,resolved,email,1,10,IT,identity,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Mark from Sales.,False,False
513,2024-02-05 19:01:30,2024-02-05 22:42:58.337989020,2024-02-06 12:01:15.427543245,P3,resolved,phone,4,10,HR,saas,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Kathleen from Warehouse.,False,False
514,2024-02-06 00:16:57,2024-02-06 02:36:33.115108042,2024-02-06 04:31:03.748100563,P2,resolved,chat,1,1,HR,identity,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Nicholas from Warehouse.,False,False
515,2024-02-06 00:32:30,2024-02-06 06:55:08.938224554,2024-02-06 11:25:08.377815157,P3,resolved,portal,2,7,Sales,endpoint,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Karen from Warehouse.,False,False
516,2024-02-06 00:43:03,2024-02-06 04:40:30.545063166,2024-02-06 12:14:42.041325768,P3,resolved,email,6,6,HR,peripherals,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Marie from Sales.,False,False
517,2024-02-06 01:43:18,2024-02-06 07:20:56.739432320,2024-02-06 22:50:01.097919303,P3,resolved,email,1,5,Warehouse,identity,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Johnny from Finance.,False,False
518,2024-02-06 02:28:35,2024-02-06 04:40:02.267876020,2024-02-06 20:02:36.656766181,P3,resolved,phone,3,8,Warehouse,network,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Christopher from Finance.,False,False
519,2024-02-06 02:30:47,2024-02-06 05:39:51.164107306,2024-02-08 02:57:38.853298035,P4,resolved,email,2,10,HR,endpoint,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Andrew from HR.,False,False
520,2024-02-06 04:50:49,2024-02-06 06:40:11.125858326,2024-02-06 10:49:46.975606980,P2,resolved,email,1,5,Sales,identity,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Amber from Operations.,False,False
521,2024-02-06 06:01:32,2024-02-06 09:57:57.578409365,2024-02-07 02:19:50.984853929,P3,resolved,chat,2,7,IT,endpoint,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Zoe from Finance.,False,False
522,2024-02-06 06:17:51,2024-02-06 12:22:55.839839152,2024-02-06 15:14:26.425528310,P3,resolved,phone,1,5,HR,identity,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Michael from Warehouse.,False,False
523,2024-02-06 06:27:32,2024-02-06 08:49:33.037453019,2024-02-06 08:30:26.706606911,P2,resolved,email,1,7,Warehouse,identity,Service account password expired on integration job.,Service account password expired on integration job. Reported by Debra from Operations.,False,False
524,2024-02-06 06:27:57,2024-02-06 07:40:40.780928043,2024-02-07 03:00:09.773171882,P3,resolved,chat,6,10,Finance,peripherals,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Kimberly from Operations.,False,False
525,2024-02-06 07:56:48,2024-02-06 10:32:25.840102342,2024-02-09 04:43:48.166687134,P4,resolved,email,1,9,HR,identity,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Denise from Warehouse.,True,False
526,2024-02-06 10:40:35,2024-02-06 16:35:11.079109568,2024-02-07 09:31:35.000711180,P3,resolved,portal,8,3,Warehouse,voice,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Karen from Operations.,True,False
527,2024-02-06 11:06:08,2024-02-06 18:27:31.895724132,2024-02-08 05:42:15.642902891,P4,resolved,email,4,9,Finance,saas,Power BI refresh failing after service account rotation.,Power BI refresh failing after service account rotation. Reported by Stefanie from HR.,False,False
528,2024-02-06 11:14:09,2024-02-06 16:26:59.954830887,2024-02-07 01:19:49.418540624,P3,resolved,chat,4,6,Operations,saas,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by James from HR.,False,False
529,2024-02-06 12:02:19,2024-02-06 14:47:36.404876936,,P3,pending,chat,8,6,Warehouse,voice,Teams calls dropping audio after two minutes.,Teams calls dropping audio after two minutes. Reported by Andrew from Operations.,True,False
530,2024-02-06 18:14:13,2024-02-07 00:13:58.190345124,2024-02-08 09:47:47.693494166,P4,resolved,phone,7,2,HR,security,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Elijah from Finance.,False,False
531,2024-02-06 18:16:15,2024-02-07 02:34:06.877723113,2024-02-08 10:21:47.689056217,P4,resolved,portal,4,5,HR,saas,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by David from Warehouse.,False,False
532,2024-02-06 22:02:55,2024-02-07 01:01:13.751754316,,P2,in_progress,phone,8,4,IT,voice,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Elizabeth from HR.,False,False
533,2024-02-06 22:03:04,2024-02-07 00:42:38.750519358,2024-02-07 17:25:52.078759424,P4,resolved,portal,5,1,Operations,business-apps,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Anne from Sales.,False,False
534,2024-02-06 22:22:14,2024-02-07 07:47:40.072628506,2024-02-09 02:13:23.505521619,P4,resolved,portal,6,9,Sales,peripherals,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Jeffery from Sales.,False,False
535,2024-02-06 22:23:23,2024-02-06 23:25:24.404173097,2024-02-07 04:50:52.876324828,P2,resolved,email,8,2,Sales,voice,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Holly from Operations.,False,False
536,2024-02-06 22:57:47,2024-02-07 00:50:56.400932394,2024-02-07 15:57:22.986965547,P3,resolved,chat,6,8,Finance,peripherals,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Katie from Finance.,False,False
537,2024-02-06 23:03:07,2024-02-07 01:37:49.912164931,2024-02-07 04:35:40.530339378,P2,resolved,portal,5,8,HR,business-apps,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Gary from Operations.,False,False
538,2024-02-06 23:57:19,2024-02-07 03:23:14.291464278,2024-02-07 19:46:00.188118086,P3,closed,portal,5,7,Warehouse,business-apps,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Catherine from Operations.,False,False
539,2024-02-07 02:22:05,2024-02-07 15:45:53.773536580,2024-02-09 20:07:47.991966594,P4,resolved,portal,6,9,IT,peripherals,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Julie from Sales.,True,False
540,2024-02-07 04:19:57,2024-02-07 09:20:37.527264589,2024-02-07 20:10:57.813639729,P3,resolved,chat,8,2,HR,voice,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Danny from HR.,False,False
541,2024-02-07 06:20:18,2024-02-07 11:58:13.123702928,2024-02-07 20:42:22.279115442,P3,resolved,portal,6,1,Warehouse,peripherals,Service account password expired on integration job.,Service account password expired on integration job. Reported by Lori from Finance.,False,False
542,2024-02-07 08:23:33,2024-02-07 11:23:28.993520587,2024-02-07 21:38:10.902004155,P3,resolved,portal,3,9,Warehouse,network,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Tami from HR.,False,False
543,2024-02-07 08:24:44,2024-02-07 14:27:50.555304425,2024-02-08 05:00:47.006084322,P3,closed,portal,1,2,Operations,identity,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by Daniel from Warehouse.,False,False
544,2024-02-07 08:50:48,2024-02-07 12:18:50.023484840,2024-02-10 00:18:46.119772640,P4,closed,portal,7,3,IT,security,Service account password expired on integration job.,Service account password expired on integration job. Reported by Anthony from Finance.,False,False
545,2024-02-07 12:25:21,2024-02-07 18:31:49.297874653,2024-02-08 05:58:45.229292259,P3,closed,portal,4,7,IT,saas,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Larry from Sales.,False,False
546,2024-02-07 12:50:53,2024-02-07 14:35:16.169774498,2024-02-08 11:32:05.994969106,P3,resolved,chat,4,6,HR,saas,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Erica from HR.,True,False
547,2024-02-07 14:11:21,2024-02-07 20:01:26.618083984,,P3,in_progress,chat,8,3,Operations,voice,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Susan from Finance.,True,False
548,2024-02-07 21:08:10,2024-02-08 12:41:10.515647854,2024-02-09 04:51:13.958578444,P4,resolved,portal,2,3,Finance,endpoint,New Zebra printer not visible to shipping station.,New Zebra printer not visible to shipping station. Reported by Randy from Operations.,False,False
549,2024-02-07 23:06:09,2024-02-08 04:49:33.508805055,2024-02-09 21:21:49.700184364,P4,resolved,email,1,9,Finance,identity,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Jennifer from Finance.,False,False
550,2024-02-07 23:35:21,2024-02-08 04:27:11.055807974,2024-02-10 21:23:49.267659788,P4,resolved,portal,6,6,Operations,peripherals,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Charles from Operations.,True,False
551,2024-02-08 01:39:26,2024-02-08 08:34:28.751916825,2024-02-08 14:49:10.736984684,P3,resolved,chat,8,10,HR,voice,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Hannah from Warehouse.,False,False
552,2024-02-08 02:45:02,2024-02-08 09:54:31.192012265,2024-02-08 22:55:26.114363888,P3,resolved,phone,7,6,Operations,security,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Courtney from Warehouse.,False,False
553,2024-02-08 02:54:07,2024-02-08 06:29:31.227114294,2024-02-08 20:58:03.813832896,P3,resolved,email,7,7,Finance,security,Service account password expired on integration job.,Service account password expired on integration job. Reported by Curtis from HR.,False,False
554,2024-02-08 08:42:13,2024-02-08 11:57:19.265597003,2024-02-10 02:11:19.732193171,P4,resolved,phone,7,4,Sales,security,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Kendra from HR.,False,False
555,2024-02-08 10:07:30,2024-02-08 17:12:46.545121965,2024-02-09 05:53:53.057933106,P3,resolved,email,6,1,HR,peripherals,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Melissa from Sales.,False,False
556,2024-02-08 11:12:41,2024-02-08 16:39:12.896960979,2024-02-10 23:17:04.971329314,P4,resolved,phone,8,6,Warehouse,voice,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Caroline from HR.,False,False
557,2024-02-08 11:37:49,2024-02-08 16:10:19.864293149,2024-02-09 09:05:44.084988484,P3,resolved,phone,3,8,HR,network,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by David from Finance.,False,False
558,2024-02-08 12:06:53,2024-02-08 13:06:43.102217247,2024-02-08 16:05:52.444633395,P2,resolved,portal,6,5,Warehouse,peripherals,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Tonya from Sales.,False,False
559,2024-02-08 15:36:42,2024-02-09 07:58:04.971589347,2024-02-10 10:21:31.802701624,P4,resolved,phone,1,9,IT,identity,New Zebra printer not visible to shipping station.,New Zebra printer not visible to shipping station. Reported by Kimberly from Sales.,False,False
560,2024-02-08 17:13:38,2024-02-08 19:46:27.053588936,2024-02-09 00:43:25.425578568,P2,resolved,portal,5,7,HR,business-apps,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Michael from HR.,True,False
561,2024-02-08 17:33:34,2024-02-09 05:06:29.169885763,2024-02-11 04:35:08.407744157,P4,resolved,portal,3,6,Sales,network,Phone soft client cannot register after ISP change.,Phone soft client cannot register after ISP change. Reported by Ross from HR.,False,False
562,2024-02-08 18:15:25,2024-02-09 00:07:16.718587854,2024-02-09 08:13:28.734258725,P3,resolved,chat,8,6,HR,voice,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Mitchell from Sales.,False,False
563,2024-02-08 19:50:00,2024-02-09 09:55:47.008319668,2024-02-09 23:56:43.335688381,P4,resolved,email,4,3,HR,saas,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by William from Finance.,False,False
564,2024-02-08 20:11:37,2024-02-09 01:43:27.715846145,2024-02-09 05:59:06.807247246,P3,resolved,email,2,9,HR,endpoint,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Matthew from Sales.,False,False
565,2024-02-09 00:15:59,2024-02-09 07:59:06.964525272,2024-02-11 15:23:44.554846649,P4,closed,email,5,1,Finance,business-apps,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Melissa from Warehouse.,False,False
566,2024-02-09 00:59:48,2024-02-09 11:46:14.868116942,2024-02-11 15:34:48.406899837,P4,resolved,portal,1,1,IT,identity,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Lynn from Warehouse.,False,False
567,2024-02-09 01:04:36,2024-02-09 07:17:50.765676924,,P3,pending,chat,2,8,HR,endpoint,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Daniel from Warehouse.,False,False
568,2024-02-09 02:27:02,2024-02-09 06:30:16.223949056,2024-02-09 20:49:46.020840893,P3,resolved,chat,4,1,IT,saas,Printer on dock 4 is stuck in offline state.,Printer on dock 4 is stuck in offline state. Reported by Susan from Warehouse.,False,False
569,2024-02-09 05:27:31,2024-02-09 06:45:04.335580325,2024-02-09 09:02:38.424767042,P1,resolved,phone,6,6,IT,peripherals,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Cynthia from HR.,True,False
570,2024-02-09 09:01:10,2024-02-09 10:42:05.755907291,2024-02-10 02:55:26.728339506,P3,resolved,phone,5,2,Finance,business-apps,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Maria from HR.,False,False
571,2024-02-09 11:53:42,2024-02-09 19:48:24.077056089,2024-02-12 03:53:26.588685332,P4,resolved,chat,1,7,Warehouse,identity,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Jasmine from HR.,False,False
572,2024-02-09 16:12:56,2024-02-09 22:08:06.218442054,2024-02-10 08:01:53.590013038,P3,resolved,phone,6,2,HR,peripherals,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Ryan from HR.,False,False
573,2024-02-09 16:48:24,2024-02-09 22:05:01.067361668,2024-02-10 22:35:32.865955006,P4,resolved,email,1,3,Finance,identity,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Jessica from Operations.,False,False
574,2024-02-09 18:06:33,2024-02-09 20:03:42.729404330,2024-02-10 14:03:11.876409218,P3,resolved,chat,7,6,Warehouse,security,New Zebra printer not visible to shipping station.,New Zebra printer not visible to shipping station. Reported by Tammy from HR.,False,False
575,2024-02-09 20:13:33,2024-02-10 02:38:22.432611672,2024-02-10 06:16:31.298632962,P3,resolved,email,1,4,IT,identity,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by Joseph from Sales.,False,False
576,2024-02-10 00:46:59,2024-02-10 19:06:30.136608696,2024-02-12 04:35:50.281897342,P4,resolved,email,1,3,HR,identity,Phone soft client cannot register after ISP change.,Phone soft client cannot register after ISP change. Reported by Lindsey from Operations.,False,False
577,2024-02-10 02:04:19,2024-02-10 03:12:49.322887748,2024-02-10 06:51:22.773080741,P2,resolved,email,5,1,Operations,business-apps,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Amanda from Sales.,False,False
578,2024-02-10 02:11:14,2024-02-10 08:04:54.660466208,2024-02-10 12:23:41.831550118,P3,resolved,email,7,1,HR,security,Service account password expired on integration job.,Service account password expired on integration job. Reported by Timothy from Operations.,False,False
579,2024-02-10 02:12:56,2024-02-10 09:43:33.551634189,2024-02-10 12:09:08.395948776,P3,resolved,phone,7,2,Finance,security,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Ryan from Operations.,False,False
580,2024-02-10 02:27:16,2024-02-10 04:21:10.932519842,2024-02-10 06:46:01.865499050,P2,resolved,portal,5,3,HR,business-apps,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Jessica from Warehouse.,False,False
581,2024-02-10 02:41:40,2024-02-10 08:11:53.279675453,2024-02-10 20:09:54.253587004,P3,resolved,phone,2,2,Operations,endpoint,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Joseph from Warehouse.,False,False
582,2024-02-10 04:47:28,2024-02-10 17:58:29.523032029,2024-02-11 11:27:33.627130157,P4,resolved,portal,8,6,Sales,voice,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Melissa from HR.,False,False
583,2024-02-10 06:25:50,2024-02-10 07:04:38.639166162,2024-02-10 13:36:29.739158271,P2,resolved,chat,1,9,Sales,identity,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Mariah from HR.,False,False
584,2024-02-10 08:54:41,2024-02-10 12:17:23.384756752,2024-02-12 05:01:02.813845680,P4,resolved,email,3,8,Warehouse,network,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Christopher from Warehouse.,False,False
585,2024-02-10 09:03:15,2024-02-10 12:08:18.764571442,2024-02-11 06:34:30.311666110,P3,resolved,phone,7,4,HR,security,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Nicole from Warehouse.,False,False
586,2024-02-10 12:10:57,2024-02-10 14:15:14.439009589,2024-02-10 16:53:49.300101074,P2,resolved,email,5,5,Warehouse,business-apps,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by John from Finance.,False,False
587,2024-02-10 15:16:16,2024-02-10 21:02:05.369472078,2024-02-11 01:26:36.645545555,P3,resolved,chat,7,8,HR,security,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Steven from HR.,False,False
588,2024-02-10 15:28:47,2024-02-10 16:10:25.770116867,2024-02-10 20:30:52.242421583,P2,resolved,phone,7,10,Warehouse,security,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by Cheryl from Warehouse.,False,False
589,2024-02-10 17:53:13,2024-02-11 00:38:25.206022958,2024-02-13 01:04:36.847151790,P4,resolved,chat,8,6,Warehouse,voice,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Nicholas from HR.,False,False
590,2024-02-10 17:57:21,2024-02-11 01:56:01.033410114,2024-02-11 01:39:09.091467793,P3,resolved,chat,5,2,Warehouse,business-apps,VPN disconnects every 15 minutes on hotel Wi-Fi.,VPN disconnects every 15 minutes on hotel Wi-Fi. Reported by Anthony from Operations.,False,False
591,2024-02-10 20:05:41,2024-02-10 21:01:13.399952135,2024-02-10 22:41:24.203642277,P1,resolved,email,7,9,Sales,security,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Melissa from Operations.,True,False
592,2024-02-11 01:39:25,2024-02-11 06:42:34.018917366,2024-02-11 21:03:10.972519608,P3,resolved,portal,2,6,HR,endpoint,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Hunter from HR.,False,False
593,2024-02-11 02:14:24,2024-02-11 08:01:11.396215113,2024-02-11 08:51:10.939553985,P3,resolved,email,2,1,Sales,endpoint,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Jason from Operations.,False,False
594,2024-02-11 03:22:51,2024-02-11 09:36:42.545502735,2024-02-11 18:16:58.066047816,P3,resolved,portal,1,3,Finance,identity,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Lauren from HR.,False,False
595,2024-02-11 05:08:28,2024-02-11 06:18:57.805754980,2024-02-11 07:39:58.571031038,P2,resolved,email,2,6,Operations,endpoint,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Matthew from Operations.,False,False
596,2024-02-11 05:50:44,2024-02-11 07:31:00.294009839,2024-02-11 12:16:11.160060717,P2,resolved,chat,1,9,Warehouse,identity,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Nicole from Sales.,False,False
597,2024-02-11 06:29:40,2024-02-11 12:27:23.541102541,2024-02-12 01:40:14.625296106,P3,resolved,phone,7,9,Operations,security,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Jacqueline from HR.,False,False
598,2024-02-11 11:47:40,2024-02-12 04:25:54.202681687,2024-02-13 20:41:21.317108634,P4,closed,chat,4,2,Sales,saas,Power BI refresh failing after service account rotation.,Power BI refresh failing after service account rotation. Reported by Joshua from Finance.,False,False
599,2024-02-11 13:05:19,2024-02-12 01:46:38.974950937,,P4,pending,chat,4,8,Finance,saas,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Alejandro from Sales.,False,False
600,2024-02-11 13:33:56,2024-02-11 20:07:04.737749331,2024-02-11 22:43:42.729506459,P3,resolved,portal,6,10,Sales,peripherals,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Stacy from HR.,False,False
601,2024-02-11 13:55:36,2024-02-11 18:59:17.056575177,,P3,pending,email,3,8,HR,network,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Christopher from Finance.,False,False
